Ligand;Grid;Run;dG;VS
CP-4;18;9;-4.99038;-6.24347
CP-4;18;10;-4.25893;-6.12977
CP-4;19;1;-5.46156;-6.75959
CP-4;19;2;-5.38714;-6.53031
CP-4;19;3;-5.64251;-6.74024
CP-4;19;4;-5.07981;-6.20353
CP-4;19;5;-4.05558;-5.78684
CP-4;19;6;-4.35857;-6.21082
CP-4;19;7;-4.87383;-6.43027
CP-4;19;8;-5.64863;-6.94681
CP-4;19;9;-4.86791;-6.27014
CP-4;19;10;-5.32995;-6.6358
CP-4;2;1;-4.74201;-6.22325
CP-4;2;2;-4.58816;-6.109
CP-4;2;3;-5.35775;-6.71889
CP-4;2;4;-4.43095;-5.74445
CP-4;2;5;-4.85404;-6.21721
CP-4;2;6;-5.0989;-6.43962
CP-4;2;7;-4.28458;-6.103
CP-4;2;8;-5.12135;-6.53197
CP-4;2;9;-5.48582;-6.74876
CP-4;2;10;-4.51775;-6.11825
CP-4;20;1;-4.20778;-6.00278
CP-4;20;2;-4.91895;-6.39053
CP-4;20;3;-4.6143;-6.22789
CP-4;20;4;-4.19703;-5.92877
CP-4;20;5;-4.57741;-5.98447
CP-4;20;6;-3.87955;-6.0383
CP-4;20;7;-4.72703;-6.11416
CP-4;20;8;-4.43448;-6.17633
CP-4;20;9;-4.839;-6.21708
CP-4;20;10;-4.31209;-6.16175
CP-4;21;1;-5.06435;-6.09079
CP-4;21;2;-4.50592;-5.82269
CP-4;21;3;-4.59127;-5.41204
CP-4;21;4;-5.06648;-6.15606
CP-4;21;5;-4.84161;-5.9634
CP-4;21;6;-4.74027;-5.84639
CP-4;21;7;-4.43471;-5.41836
CP-4;21;8;-5.10128;-6.1076
CP-4;21;9;-5.03006;-6.28029
CP-4;21;10;-5.10215;-6.19896
CP-4;22;1;-3.92185;-5.79463
CP-4;22;2;-3.78628;-5.64806
CP-4;22;3;-3.61135;-5.72457
CP-4;22;4;-4.04251;-5.91931
CP-4;22;5;-3.80496;-5.83106
CP-4;22;6;-3.65356;-5.73494
CP-4;22;7;-3.56119;-5.41388
CP-4;22;8;-3.8032;-5.65467
CP-4;22;9;-4.01141;-5.91525
CP-4;22;10;-3.99998;-5.97347
CP-4;23;1;-4.5439;-5.87636
CP-4;23;2;-4.35164;-5.78255
CP-4;23;3;-3.96014;-5.50027
CP-4;23;4;-4.14832;-5.6183
CP-4;23;5;-4.03962;-5.75348
CP-4;23;6;-3.6077;-5.69193
CP-4;23;7;-4.56371;-5.72744
CP-4;23;8;-4.32371;-5.89729
CP-4;23;9;-3.63286;-5.79722
CP-4;23;10;-4.36535;-5.73657
CP-4;24;1;-6.30511;-7.93717
CP-4;24;2;-6.09988;-7.51369
CP-4;24;3;-4.65384;-6.73827
CP-4;24;4;-5.90093;-7.52229
CP-4;24;5;-5.8095;-6.99765
CP-4;24;6;-5.60582;-7.11587
CP-4;24;7;-5.41231;-7.12412
CP-4;24;8;-5.83002;-7.52872
CP-4;24;9;-6.08722;-7.71111
CP-4;24;10;-5.54241;-7.27002
CP-4;25;1;-3.8797;-5.03469
CP-4;25;2;-3.97304;-4.81601
CP-4;25;3;-3.74241;-4.48453
CP-4;25;4;-4.26471;-5.11329
CP-4;25;5;-4.20176;-5.13594
CP-4;25;6;-3.7275;-5.02673
CP-4;25;7;-3.86078;-4.94725
CP-4;25;8;-4.0301;-5.32707
CP-4;25;9;-3.78836;-4.521
CP-4;25;10;-3.95559;-5.39118
CP-4;26;1;-4.01553;-5.72799
CP-4;26;2;-4.96366;-6.55131
CP-4;26;3;-3.58075;-5.1831
CP-4;26;4;-3.95284;-5.4752
CP-4;26;5;-4.15937;-5.41808
CP-4;26;6;-3.71531;-5.8526300000000004
CP-4;26;7;-3.37945;-5.40675
CP-4;26;8;-4.594;-6.1009
CP-4;26;9;-4.81158;-6.32805
CP-4;26;10;-3.88027;-5.69131
CP-4;27;1;-4.13817;-5.954
CP-4;27;2;-5.38947;-7.21654
CP-4;27;3;-5.75311;-7.27033
CP-4;27;4;-4.26462;-6.29108
CP-4;27;5;-4.04127;-6.04763
CP-4;27;6;-5.05244;-6.65139
CP-4;27;7;-4.5754;-6.1963800000000004
CP-4;27;8;-5.55628;-7.10901
CP-4;27;9;-5.94967;-7.50561
CP-4;27;10;-4.24519;-6.37878
CP-4;28;1;-3.75766;-5.24205
CP-4;28;2;-4.52216;-5.78205
CP-4;28;3;-4.45974;-5.55275
CP-4;28;4;-4.25384;-5.41173
CP-4;28;5;-4.92133;-6.14821
CP-4;28;6;-4.65907;-5.93161
CP-4;28;7;-3.85527;-5.3582
CP-4;28;8;-4.37863;-5.72061
CP-4;28;9;-3.38363;-4.79075
CP-4;28;10;-3.44038;-4.83531
CP-4;29;1;-7.20531;-9.13894
CP-4;29;2;-6.17146;-8.33904
CP-4;29;3;-6.47147;-8.38609
CP-4;29;4;-7.03655;-8.99864
CP-4;29;5;-6.92547;-8.57509
CP-4;29;6;-7.0767;-8.67694
CP-4;29;7;-7.07238;-8.96318
CP-4;29;8;-7.61532;-9.15242
CP-4;29;9;-6.21435;-8.04123
CP-4;29;10;-5.94619;-7.97666
CP-4;3;1;-4.69666;-6.92042
CP-4;3;2;-5.2366;-7.08489
CP-4;3;3;-4.92809;-6.73905
CP-4;3;4;-5.12666;-7.13673
CP-4;3;5;-4.78738;-6.74572
CP-4;3;6;-4.77381;-6.9105
CP-4;3;7;-4.6199;-6.72332
CP-4;3;8;-4.92973;-6.92992
CP-4;3;9;-5.20502;-7.03801
CP-4;3;10;-4.71711;-6.93334
CP-4;30;1;-4.06396;-6.0028
CP-4;30;2;-4.09963;-6.04613
CP-4;30;3;-4.72614;-6.51412
CP-4;30;4;-4.19029;-6.23626
CP-4;30;5;-4.60097;-6.41515
CP-4;30;6;-3.94973;-5.9767
CP-4;30;7;-4.72096;-6.51491
CP-4;30;8;-3.59049;-5.57514
CP-4;30;9;-3.38698;-5.51494
CP-4;30;10;-3.88688;-5.98158
CP-4;31;1;-4.55189;-5.97371
CP-4;31;2;-4.42418;-5.94498
CP-4;31;3;-4.30267;-5.83244
CP-4;31;4;-3.89903;-5.41982
CP-4;31;5;-4.15426;-5.99137
CP-4;31;6;-4.74906;-6.49019
CP-4;31;7;-4.56999;-6.27487
CP-4;31;8;-4.3025;-5.83515
CP-4;31;9;-4.25645;-5.66557
CP-4;31;10;-4.20025;-6.13492
CP-4;32;1;-4.32636;-5.65173
CP-4;32;2;-5.02317;-6.24935
CP-4;32;3;-5.04876;-6.24168
CP-4;32;4;-4.61006;-5.94033
CP-4;32;5;-5.19546;-6.28347
CP-4;32;6;-5.30412;-6.4394
CP-4;32;7;-4.52255;-5.50916
CP-4;32;8;-4.58088;-5.76648
CP-4;32;9;-4.56639;-5.77003
CP-4;32;10;-5.27107;-6.32447
CP-4;33;1;-4.25561;-5.37625
CP-4;33;2;-3.38655;-5.41417
CP-4;33;3;-3.54215;-5.44668
CP-4;33;4;-3.59464;-5.18058
CP-4;33;5;-3.89372;-5.5966
CP-4;33;6;-3.94817;-5.5759
CP-4;33;7;-3.48972;-5.27116
CP-4;33;8;-4.94862;-6.26485
CP-4;33;9;-4.95418;-6.38475
CP-4;33;10;-4.54884;-5.8685600000000004
CP-4;34;1;-5.47279;-6.59556
CP-4;34;2;-5.66262;-6.74305
CP-4;34;3;-5.62893;-6.69331
CP-4;34;4;-5.4224;-6.42705
CP-4;34;5;-4.89547;-5.9283
CP-4;34;6;-5.20624;-6.25724
CP-4;34;7;-5.33952;-6.50978
CP-4;34;8;-5.31769;-6.42609
CP-4;34;9;-5.63396;-6.76591
CP-4;34;10;-5.37417;-6.38225
CP-4;35;1;-4.59248;-6.23062
CP-4;35;2;-5.98766;-7.48389
CP-4;35;3;-5.90156;-7.45399
CP-4;35;4;-4.51721;-6.35603
CP-4;35;5;-4.90309;-6.41636
CP-4;35;6;-5.04285;-6.49942
CP-4;35;7;-5.87219;-7.35504
CP-4;35;8;-4.45259;-6.2518
CP-4;35;9;-5.74136;-7.04146
CP-4;35;10;-4.35463;-6.2417299999999996
CP-4;36;1;-4.13491;-5.5526
CP-4;36;2;-4.31639;-5.65722
CP-4;36;3;-4.3207700000000004;-5.78192
CP-4;36;4;-4.1814;-5.60564
CP-4;36;5;-4.12331;-5.5588
CP-4;36;6;-3.86935;-5.3582
CP-4;36;7;-4.22282;-5.66455
CP-4;36;8;-3.48348;-5.33309
CP-4;36;9;-4.01951;-5.5162
CP-4;36;10;-4.60473;-5.78384
CP-4;37;1;-3.9802;-5.55241
CP-4;37;2;-3.64728;-4.86389
CP-4;37;3;-2.82597;-4.97482
CP-4;37;4;-4.03938;-5.18117
CP-4;37;5;-3.62818;-4.87271
CP-4;37;6;-4.1158;-5.2573
CP-4;37;7;-3.31362;-5.00427
CP-4;37;8;-3.96314;-5.11182
CP-4;37;9;-4.24622;-5.3284
CP-4;37;10;-3.46253;-5.12132
CP-4;38;1;-3.21636;-4.65167
CP-4;38;2;-3.4824;-5.06683
CP-4;38;3;-3.98645;-5.16493
CP-4;38;4;-3.89101;-5.1066
CP-4;38;5;-3.13063;-4.80069
CP-4;38;6;-3.94808;-5.17287
CP-4;38;7;-3.23486;-4.92115
CP-4;38;8;-3.32798;-4.82875
CP-4;38;9;-3.23887;-4.78408
CP-4;38;10;-3.4335;-5.04903
CP-4;39;1;-3.82447;-4.97222
CP-4;39;2;-4.14902;-5.4146
CP-4;39;3;-3.85776;-5.11253
CP-4;39;4;-3.72057;-5.11915
CP-4;39;5;-3.85255;-5.35572
CP-4;39;6;-3.87372;-5.21806
CP-4;39;7;-3.68991;-5.03765
CP-4;39;8;-3.68951;-5.06889
CP-4;39;9;-3.82695;-5.28558
CP-4;39;10;-4.04012;-5.2332
CP-4;4;1;-4.30853;-5.64166
CP-4;4;2;-4.64371;-6.01935
CP-4;4;3;-4.16229;-5.6668
CP-4;4;4;-3.72049;-4.87375
CP-4;4;5;-4.44263;-6.00192
CP-4;4;6;-3.85797;-5.60149
CP-4;4;7;-4.41741;-5.88651
CP-4;4;8;-4.44045;-5.86447
CP-4;4;9;-4.49186;-6.04747
CP-4;4;10;-4.86944;-6.37881
CP-4;40;1;-4.2414;-5.38946
CP-4;40;2;-3.98217;-5.7267
CP-4;40;3;-4.55265;-6.09329
CP-4;40;4;-4.2553;-5.73123
CP-4;40;5;-4.62133;-6.16467
CP-4;40;6;-3.98234;-5.76792
CP-4;40;7;-3.77889;-5.16861
CP-4;40;8;-4.00606;-5.71661
CP-4;40;9;-3.62571;-5.34863
CP-4;40;10;-5.26536;-6.86216
CP-4;41;1;-3.87588;-5.42977
CP-4;41;2;-2.59167;-4.42135
CP-4;41;3;-2.67782;-3.8675
CP-4;41;4;-2.89556;-4.75175
CP-4;41;5;-3.17144;-4.88195
CP-4;41;6;-2.99741;-4.62723
CP-4;41;7;-3.37126;-4.93249
CP-4;41;8;-3.36447;-4.95167
CP-4;41;9;-3.21746;-4.60604
CP-4;41;10;-3.69859;-4.97936
CP-4;42;1;-3.97736;-5.3779
CP-4;42;2;-3.17988;-4.93923
CP-4;42;3;-4.0118;-5.24702
CP-4;42;4;-3.52251;-4.7418
CP-4;42;5;-4.10173;-5.14142
CP-4;42;6;-3.75668;-4.99301
CP-4;42;7;-3.44524;-4.77497
CP-4;42;8;-3.42465;-4.6515
CP-4;42;9;-3.18117;-4.97995
CP-4;42;10;-3.69676;-5.46287
CP-4;43;1;-4.27193;-5.5721
CP-4;43;2;-3.5554;-5.08169
CP-4;43;3;-3.88495;-5.26392
CP-4;43;4;-3.44494;-5.00777
CP-4;43;5;-3.20352;-4.7364
CP-4;43;6;-4.11101;-5.33951
CP-4;43;7;-3.73094;-5.16008
CP-4;43;8;-3.58935;-5.11338
CP-4;43;9;-2.68184;-4.92053
CP-4;43;10;-2.96772;-4.57586
CP-4;44;1;-4.3348;-5.72951
CP-4;44;2;-4.01573;-5.48584
CP-4;44;3;-4.2063;-5.48174
CP-4;44;4;-4.45452;-5.61899
CP-4;44;5;-4.36733;-5.51412
CP-4;44;6;-3.9335;-5.30727
CP-4;44;7;-4.43344;-5.69963
CP-4;44;8;-4.38349;-5.66584
CP-4;44;9;-3.86726;-5.38781
CP-4;44;10;-4.18346;-5.41288
CP-4;45;1;-5.17551;-6.792
CP-4;45;2;-4.82997;-6.02818
CP-4;45;3;-4.92593;-6.24899
CP-4;45;4;-4.85895;-6.24139
CP-4;45;5;-4.08111;-5.51967
CP-4;45;6;-3.91164;-5.61278
CP-4;45;7;-5.41628;-6.91649
CP-4;45;8;-4.19953;-5.50134
CP-4;45;9;-4.5813;-6.3568
CP-4;45;10;-5.2791;-6.82838
CP-4;46;1;-4.21395;-5.8836
CP-4;46;2;-4.38674;-5.77856
CP-4;46;3;-4.11285;-5.67742
CP-4;46;4;-4.36085;-5.86114
CP-4;46;5;-3.99655;-5.64869
CP-4;46;6;-4.34828;-5.77092
CP-4;46;7;-4.34092;-5.75088
CP-4;46;8;-4.27889;-5.70736
CP-4;46;9;-4.25256;-5.86029
CP-4;46;10;-4.29317;-5.75549
CP-4;47;1;-4.49191;-5.92248
CP-4;47;2;-4.5004;-6.0142
CP-4;47;3;-4.48875;-5.88545
CP-4;47;4;-4.55692;-6.0207
CP-4;47;5;-4.71677;-6.16621
CP-4;47;6;-4.3496;-5.79631
CP-4;47;7;-4.59281;-5.96953
CP-4;47;8;-4.13119;-5.5022
CP-4;47;9;-4.80783;-6.16986
CP-4;47;10;-3.89713;-5.05487
CP-4;48;1;-5.56523;-7.91851
CP-4;48;2;-5.63051;-7.07103
CP-4;48;3;-4.58752;-6.2926
CP-4;48;4;-4.61826;-6.33023
CP-4;48;5;-4.54362;-6.1485
CP-4;48;6;-4.80373;-6.98957
CP-4;48;7;-5.26227;-7.48755
CP-4;48;8;-4.25612;-5.88293
CP-4;48;9;-4.35426;-6.16875
CP-4;48;10;-5.71042;-8.06092
CP-4;49;1;-4.10894;-5.21458
CP-4;49;2;-5.62274;-6.96333
CP-4;49;3;-5.26521;-6.34582
CP-4;49;4;-5.90029;-7.11102
CP-4;49;5;-4.68252;-6.52463
CP-4;49;6;-5.57889;-6.74221
CP-4;49;7;-4.32031;-5.76256
CP-4;49;8;-4.39137;-5.9163
CP-4;49;9;-4.91155;-6.19647
CP-4;49;10;-4.75128;-6.28605
CP-4;5;1;-4.47356;-5.69514
CP-4;5;2;-4.21706;-5.68359
CP-4;5;3;-4.07781;-5.72322
CP-4;5;4;-4.46781;-5.71883
CP-4;5;5;-3.7951;-5.37207
CP-4;5;6;-4.50404;-5.69249
CP-4;5;7;-4.73723;-6.14882
CP-4;5;8;-4.35426;-5.53111
CP-4;5;9;-4.46296;-5.66409
CP-4;5;10;-4.33995;-5.49768
CP-4;50;1;-3.21818;-5.06439
CP-4;50;2;-4.25663;-6.14842
CP-4;50;3;-3.56342;-5.43029
CP-4;50;4;-3.91762;-5.11604
CP-4;50;5;-3.8823;-5.95593
CP-4;50;6;-3.16076;-5.3472
CP-4;50;7;-3.50131;-5.53189
CP-4;50;8;-3.82725;-5.82829
CP-4;50;9;-3.71377;-5.7713
CP-4;50;10;-3.55977;-5.57434
CP-4;6;1;-3.77746;-5.51403
CP-4;6;2;-4.5273;-5.75409
CP-4;6;3;-4.13023;-5.63568
CP-4;6;4;-3.64032;-5.23974
CP-4;6;5;-4.42537;-5.60164
CP-4;6;6;-4.10969;-5.62165
CP-4;6;7;-4.61871;-5.81269
CP-4;6;8;-4.43237;-5.68654
CP-4;6;9;-4.13193;-5.62507
CP-4;6;10;-4.05843;-5.46331
CP-4;7;1;-5.36784;-6.66037
CP-4;7;2;-3.89462;-5.88584
CP-4;7;3;-4.62337;-5.60854
CP-4;7;4;-4.11767;-5.47472
CP-4;7;5;-3.8144;-5.72932
CP-4;7;6;-4.03609;-6.0994
CP-4;7;7;-3.86643;-5.76817
CP-4;7;8;-3.87393;-5.7805
CP-4;7;9;-5.47161;-6.732
CP-4;7;10;-3.92579;-5.83743
CP-4;8;1;-5.10525;-6.56935
CP-4;8;2;-4.57839;-5.69906
CP-4;8;3;-4.83783;-6.21056
CP-4;8;4;-4.89563;-6.21413
CP-4;8;5;-5.05332;-6.36976
CP-4;8;6;-5.07116;-6.53553
CP-4;8;7;-4.56154;-6.22572
CP-4;8;8;-5.03139;-6.39135
CP-4;8;9;-5.40097;-6.82886
CP-4;8;10;-5.15546;-6.53786
CP-4;9;1;-3.86708;-5.29753
CP-4;9;2;-4.69074;-5.92709
CP-4;9;3;-4.68422;-6.1594
CP-4;9;4;-3.97542;-5.35389
CP-4;9;5;-4.4966;-6.22676
CP-4;9;6;-4.37774;-5.60999
CP-4;9;7;-4.31471;-5.29878
CP-4;9;8;-4.37497;-5.67279
CP-4;9;9;-4.55999;-5.64409
CP-4;9;10;-4.34196;-5.599
CP-5;0;1;-9.77519;-11.5895
CP-5;0;2;-9.99645;-11.7236
CP-5;0;3;-8.8769;-10.7028
CP-5;0;4;-9.739;-11.4795
CP-5;0;5;-10.0329;-11.6469
CP-5;0;6;-10.0862;-11.767
CP-5;0;7;-10.0287;-11.6572
CP-5;0;8;-9.85622;-11.6258
CP-5;0;9;-10.0439;-11.634
CP-5;0;10;-10.0701;-11.6761
CP-5;1;1;-5.01323;-7.00132
CP-5;1;2;-5.03564;-6.90275
CP-5;1;3;-5.35404;-6.80402
CP-5;1;4;-4.82215;-6.44716
CP-5;1;5;-5.16481;-7.06903
CP-5;1;6;-4.91886;-6.57258
CP-5;1;7;-5.1267;-7.06115
CP-5;1;8;-4.88631;-6.81932
CP-5;1;9;-5.00448;-6.96434
CP-5;1;10;-4.59167;-6.61775
CP-5;10;1;-6.60555;-8.24509
CP-5;10;2;-6.62781;-8.36491
CP-5;10;3;-7.05868;-8.75085
CP-5;10;4;-6.76865;-8.46564
CP-5;10;5;-6.60489;-8.39431
CP-5;10;6;-6.89437;-8.66155
CP-5;10;7;-6.58168;-8.23932
CP-5;10;8;-5.82171;-8.26384
CP-5;10;9;-6.3715;-8.19518
CP-5;10;10;-6.60164;-8.28448
CP-5;11;1;-4.50573;-6.59241
CP-5;11;2;-4.6821;-6.24892
CP-5;11;3;-4.11261;-5.68184
CP-5;11;4;-4.82567;-6.35683
CP-5;11;5;-3.64378;-5.36236
CP-5;11;6;-3.9447;-5.83585
CP-5;11;7;-3.91719;-5.95595
CP-5;11;8;-4.94643;-6.33365
CP-5;11;9;-4.88407;-6.39571
CP-5;11;10;-3.51428;-5.27283
CP-5;12;1;-4.08667;-6.2381
CP-5;12;2;-4.30591;-6.29497
CP-5;12;3;-4.30109;-5.95843
CP-5;12;4;-4.90378;-6.52457
CP-5;12;5;-4.49866;-6.37189
CP-5;12;6;-4.34438;-6.30165
CP-5;12;7;-4.50046;-6.36862
CP-5;12;8;-4.34021;-6.16731
CP-5;12;9;-4.3429;-6.11729
CP-5;12;10;-3.95964;-6.13711
CP-5;13;1;-3.65228;-5.81926
CP-5;13;2;-3.64218;-5.8306
CP-5;13;3;-4.16506;-5.76309
CP-5;13;4;-4.50726;-6.24575
CP-5;13;5;-2.76088;-5.05014
CP-5;13;6;-3.5554;-5.64626
CP-5;13;7;-3.78697;-5.71781
CP-5;13;8;-3.63669;-5.71643
CP-5;13;9;-3.70772;-5.85057
CP-5;13;10;-3.5924;-5.56243
CP-5;14;1;-4.75448;-6.7166
CP-5;14;2;-5.03743;-6.96026
CP-5;14;3;-3.61606;-6.46169
CP-5;14;4;-4.96233;-6.84838
CP-5;14;5;-6.07148;-7.63631
CP-5;14;6;-5.0477;-6.90219
CP-5;14;7;-4.54958;-6.55642
CP-5;14;8;-4.69396;-6.70934
CP-5;14;9;-5.04505;-7.00009
CP-5;14;10;-3.97131;-6.29254
CP-5;15;1;-6.16141;-7.10625
CP-5;15;2;-5.48925;-7.17154
CP-5;15;3;-5.34663;-7.05701
CP-5;15;4;-6.31681;-7.66764
CP-5;15;5;-3.78896;-6.18477
CP-5;15;6;-5.64766;-6.72145
CP-5;15;7;-3.87506;-6.43195
CP-5;15;8;-3.86633;-6.42935
CP-5;15;9;-3.86946;-6.42469
CP-5;15;10;-5.33495;-7.08946
CP-5;16;1;-4.34582;-6.32374
CP-5;16;2;-4.32411;-6.30128
CP-5;16;3;-4.34927;-6.3207
CP-5;16;4;-4.37504;-6.38274
CP-5;16;5;-5.64091;-7.17631
CP-5;16;6;-4.35953;-6.30118
CP-5;16;7;-5.56178;-7.10381
CP-5;16;8;-3.89602;-6.0742
CP-5;16;9;-5.57931;-7.20709
CP-5;16;10;-4.49866;-6.43015
CP-5;17;1;-5.96944;-7.74505
CP-5;17;2;-5.87377;-7.64543
CP-5;17;3;-6.02631;-7.76455
CP-5;17;4;-5.99101;-7.81922
CP-5;17;5;-6.08884;-7.8465
CP-5;17;6;-6.00144;-7.77458
CP-5;17;7;-5.91154;-7.56559
CP-5;17;8;-6.02245;-7.77801
CP-5;17;9;-5.44402;-7.22306
CP-5;17;10;-5.90448;-7.6571
CP-5;18;1;-4.54938;-6.61505
CP-5;18;2;-4.90084;-6.87596
CP-5;18;3;-5.91577;-7.29175
CP-5;18;4;-5.54034;-6.99789
CP-5;18;5;-5.89705;-7.29865
CP-5;18;6;-5.40138;-7.07066
CP-5;18;7;-5.6602;-7.08729
CP-5;18;8;-5.04579;-7.00326
CP-5;18;9;-6.28154;-7.63525
CP-5;18;10;-4.54005;-6.64761
CP-5;19;1;-6.33114;-7.79005
CP-5;19;2;-6.0479;-7.62123
CP-5;19;3;-6.01344;-7.39529
CP-5;19;4;-5.74171;-7.30519
CP-5;19;5;-5.96333;-7.36375
CP-5;19;6;-6.10226;-7.61214
CP-5;19;7;-5.91046;-7.32409
CP-5;19;8;-5.6868;-7.2934
CP-5;19;9;-6.10379;-7.60843
CP-5;19;10;-5.81204;-7.27993
CP-5;2;1;-5.84825;-7.60565
CP-5;2;2;-5.6954;-7.7019
CP-5;2;3;-5.72629;-7.4364
CP-5;2;4;-5.78177;-7.82726
CP-5;2;5;-5.90102;-7.69705
CP-5;2;6;-6.05241;-7.72522
CP-5;2;7;-5.5914;-7.64945
CP-5;2;8;-5.93604;-7.70611
CP-5;2;9;-5.53994;-7.59902
CP-5;2;10;-6.02019;-7.75687
CP-5;20;1;-5.54755;-7.00324
CP-5;20;2;-5.55742;-7.00796
CP-5;20;3;-5.54811;-7.04264
CP-5;20;4;-4.6844;-6.81772
CP-5;20;5;-4.54434;-6.7605
CP-5;20;6;-5.54146;-7.01947
CP-5;20;7;-5.53444;-6.98469
CP-5;20;8;-4.60322;-6.55502
CP-5;20;9;-5.22756;-6.87269
CP-5;20;10;-5.58395;-7.03768
CP-5;21;1;-5.96132;-7.6249
CP-5;21;2;-5.60185;-7.33239
CP-5;21;3;-6.6072;-7.94424
CP-5;21;4;-6.95945;-8.28656
CP-5;21;5;-5.60183;-7.38896
CP-5;21;6;-6.61223;-7.95695
CP-5;21;7;-5.81899;-7.50992
CP-5;21;8;-5.9217;-7.61196
CP-5;21;9;-6.16136;-7.6603
CP-5;21;10;-5.67917;-7.38381
CP-5;22;1;-5.21136;-6.99009
CP-5;22;2;-5.39328;-7.07959
CP-5;22;3;-5.27579;-7.03476
CP-5;22;4;-5.2092;-6.96003
CP-5;22;5;-4.52058;-6.34005
CP-5;22;6;-5.26985;-7.02845
CP-5;22;7;-4.87432;-6.77347
CP-5;22;8;-4.77873;-6.73418
CP-5;22;9;-4.39581;-6.25074
CP-5;22;10;-4.97926;-6.61338
CP-5;23;1;-4.32853;-6.54612
CP-5;23;2;-4.4292;-6.7279
CP-5;23;3;-5.54471;-6.96015
CP-5;23;4;-5.02209;-6.75699
CP-5;23;5;-4.46185;-6.73271
CP-5;23;6;-5.63303;-7.16024
CP-5;23;7;-5.25797;-6.70787
CP-5;23;8;-5.50596;-7.13916
CP-5;23;9;-5.63791;-7.19891
CP-5;23;10;-4.83447;-6.8265
CP-5;24;1;-6.48069;-8.31387
CP-5;24;2;-6.49592;-8.20425
CP-5;24;3;-6.60753;-8.30134
CP-5;24;4;-6.46509;-8.17282
CP-5;24;5;-6.60643;-8.30387
CP-5;24;6;-6.55098;-8.24926
CP-5;24;7;-6.63334;-8.2381
CP-5;24;8;-6.61969;-8.31142
CP-5;24;9;-6.49613;-8.19195
CP-5;24;10;-6.46323;-8.159
CP-5;25;1;2.99308;-0.82917
CP-5;25;2;-1.88795;-4.29327
CP-5;25;3;4.51423;3.06323
CP-5;25;4;-1.9864;-3.88087
CP-5;25;5;0.0415232;-2.31263
CP-5;25;6;0.111863;-2.6563
CP-5;25;7;5.30647;2.53777
CP-5;25;8;-2.53731;-3.85726
CP-5;25;9;-3.92106;-4.90417
CP-5;25;10;-4.15159;-5.33401
CP-5;26;1;-4.10446;-5.98414
CP-5;26;2;-4.38447;-5.91128
CP-5;26;3;-4.05869;-5.94592
CP-5;26;4;-5.31453;-6.8911
CP-5;26;5;-4.88228;-6.52064
CP-5;26;6;-5.6693;-7.08762
CP-5;26;7;-5.31475;-6.87761
CP-5;26;8;-5.25033;-6.80625
CP-5;26;9;-5.72602;-7.23704
CP-5;26;10;-3.93381;-6.18205
CP-5;27;1;-5.99254;-7.18936
CP-5;27;2;-5.62941;-6.90912
CP-5;27;3;-4.98531;-6.48538
CP-5;27;4;-5.52723;-7.04027
CP-5;27;5;-5.59944;-7.14467
CP-5;27;6;-5.5931;-7.21642
CP-5;27;7;-4.88769;-6.4275
CP-5;27;8;-5.41231;-6.71589
CP-5;27;9;-5.65221;-6.9643
CP-5;27;10;-5.46353;-6.79394
CP-5;28;1;-5.33961;-6.75954
CP-5;28;2;-5.17541;-6.61743
CP-5;28;3;-5.39787;-6.87265
CP-5;28;4;-5.32949;-6.74281
CP-5;28;5;-5.19156;-6.67616
CP-5;28;6;-4.94471;-6.42822
CP-5;28;7;-5.17545;-6.61633
CP-5;28;8;-5.26889;-6.68995
CP-5;28;9;-5.25568;-6.68319
CP-5;28;10;-5.44669;-6.89213
CP-5;29;1;-6.88636;-8.9106
CP-5;29;2;-7.48142;-9.30645
CP-5;29;3;-7.26329;-8.98948
CP-5;29;4;-7.40428;-9.09496
CP-5;29;5;-7.70926;-9.1877
CP-5;29;6;-7.43442;-9.25596
CP-5;29;7;-4.64184;-8.02516
CP-5;29;8;-8.07484;-9.34277
CP-5;29;9;-8.31155;-10.2037
CP-5;29;10;-8.45347;-10.1821
CP-5;3;1;-6.47614;-8.1195
CP-5;3;2;-6.5419;-8.31061
CP-5;3;3;-6.35027;-8.21548
CP-5;3;4;-6.48535;-8.31592
CP-5;3;5;-6.04736;-8.026
CP-5;3;6;-6.21829;-8.07717
CP-5;3;7;-6.09073;-7.78333
CP-5;3;8;-6.49219;-8.02336
CP-5;3;9;-6.49546;-8.29943
CP-5;3;10;-6.26309;-8.16088
CP-5;30;1;-5.49042;-7.0477
CP-5;30;2;-5.37309;-7.32037
CP-5;30;3;-4.29417;-6.76905
CP-5;30;4;-5.63414;-7.66313
CP-5;30;5;-5.60816;-6.95553
CP-5;30;6;-5.42859;-7.45718
CP-5;30;7;-5.26991;-7.04422
CP-5;30;8;-5.71803;-7.19433
CP-5;30;9;-4.1584;-6.72714
CP-5;30;10;-6.16251;-7.80308
CP-5;31;1;-5.67742;-7.36918
CP-5;31;2;-5.0829;-6.97784
CP-5;31;3;-4.73165;-6.75042
CP-5;31;4;-4.79346;-6.77011
CP-5;31;5;-5.63793;-7.02825
CP-5;31;6;-5.44425;-7.12445
CP-5;31;7;-4.63373;-6.56761
CP-5;31;8;-5.51556;-7.31781
CP-5;31;9;-5.68842;-7.3982
CP-5;31;10;-5.54793;-6.93282
CP-5;32;1;-3.7611;-6.08513
CP-5;32;2;-3.92085;-6.13967
CP-5;32;3;-3.85205;-6.12241
