Ligand;Grid;Run;dG;VS
CP-8;14;5;-6.82247;-7.38596
CP-8;14;6;-7.90919;-8.21068
CP-8;14;7;-7.14919;-7.6746
CP-8;14;8;-7.88962;-8.14656
CP-8;14;9;-5.66148;-6.94009
CP-8;14;10;-7.89937;-8.19786
CP-8;15;1;-6.14349;-7.17605
CP-8;15;2;-5.77969;-6.93987
CP-8;15;3;-7.75198;-8.27545
CP-8;15;4;-7.81352;-8.28358
CP-8;15;5;-7.13927;-7.91447
CP-8;15;6;-7.1045;-7.82536
CP-8;15;7;-6.81566;-7.83692
CP-8;15;8;-7.63541;-8.19177
CP-8;15;9;-6.82078;-7.51303
CP-8;15;10;-5.56908;-6.97692
CP-8;16;1;-5.99011;-7.21775
CP-8;16;2;-7.34541;-7.95576
CP-8;16;3;-6.25156;-7.42503
CP-8;16;4;-6.31253;-7.45172
CP-8;16;5;-7.57073;-8.00322
CP-8;16;6;-7.72091;-8.11298
CP-8;16;7;-7.2152;-7.83823
CP-8;16;8;-6.91688;-7.61478
CP-8;16;9;-7.44878;-7.94778
CP-8;16;10;-6.61496;-7.42099
CP-8;17;1;-6.66381;-7.76791
CP-8;17;2;-7.81567;-8.50599
CP-8;17;3;-5.95428;-7.31074
CP-8;17;4;-8.60024;-8.93947
CP-8;17;5;-7.63302;-8.35035
CP-8;17;6;-6.57136;-7.86921
CP-8;17;7;-6.55669;-7.66239
CP-8;17;8;-6.9977;-7.83766
CP-8;17;9;-6.77238;-7.79193
CP-8;17;10;-6.5172;-7.73044
CP-8;18;1;-7.66364;-7.80451
CP-8;18;2;-7.49638;-7.70761
CP-8;18;3;-7.72771;-7.83718
CP-8;18;4;-7.72901;-7.9251
CP-8;18;5;-7.46424;-8.3769
CP-8;18;6;-6.61121;-7.17954
CP-8;18;7;-7.95652;-8.06888
CP-8;18;8;-7.475;-7.83666
CP-8;18;9;-7.01606;-7.37323
CP-8;18;10;-7.8153;-7.95325
CP-8;19;1;-6.44472;-7.14781
CP-8;19;2;-5.97397;-7.08143
CP-8;19;3;-6.40614;-7.04542
CP-8;19;4;-6.26475;-7.14682
CP-8;19;5;-6.63995;-7.09448
CP-8;19;6;-6.64142;-7.07615
CP-8;19;7;-6.16611;-7.02828
CP-8;19;8;-6.4829;-7.30467
CP-8;19;9;-6.40221;-7.28056
CP-8;19;10;-5.89104;-7.00181
CP-8;2;1;-6.37355;-7.45537
CP-8;2;2;-6.93823;-7.48043
CP-8;2;3;-6.66189;-7.65172
CP-8;2;4;-6.94987;-7.99064
CP-8;2;5;-7.81768;-8.13381
CP-8;2;6;-7.45755;-7.95095
CP-8;2;7;-6.84421;-7.33429
CP-8;2;8;-7.14955;-8.0261
CP-8;2;9;-6.65931;-7.66402
CP-8;2;10;-7.28576;-7.66996
CP-8;20;1;-6.60357;-7.60946
CP-8;20;2;-4.39232;-6.20098
CP-8;20;3;-5.94066;-7.21764
CP-8;20;4;-5.49123;-6.814
CP-8;20;5;-6.06105;-7.21746
CP-8;20;6;-6.39829;-7.48086
CP-8;20;7;-6.45673;-7.50826
CP-8;20;8;-6.13419;-7.39342
CP-8;20;9;-6.20199;-7.42029
CP-8;20;10;-6.1714;-7.34075
CP-8;21;1;-7.21949;-7.92427
CP-8;21;2;-5.80219;-6.88702
CP-8;21;3;-5.3021;-6.53475
CP-8;21;4;-6.35647;-7.26559
CP-8;21;5;-6.27017;-7.2155
CP-8;21;6;-6.40279;-7.28495
CP-8;21;7;-5.83068;-6.86217
CP-8;21;8;-6.15892;-7.10445
CP-8;21;9;-5.83117;-6.72318
CP-8;21;10;-6.23194;-7.13084
CP-8;22;1;-5.85752;-6.87362
CP-8;22;2;-6.02049;-7.07201
CP-8;22;3;-6.35553;-7.31505
CP-8;22;4;-6.76306;-7.38942
CP-8;22;5;-6.27735;-7.30096
CP-8;22;6;-6.39218;-7.36509
CP-8;22;7;-6.27666;-7.28651
CP-8;22;8;-6.32302;-7.35222
CP-8;22;9;-6.10048;-7.16943
CP-8;22;10;-6.2866;-7.31216
CP-8;23;1;-6.22851;-7.06266
CP-8;23;2;-5.60165;-6.64255
CP-8;23;3;-6.74549;-6.95624
CP-8;23;4;-6.20204;-7.17416
CP-8;23;5;-5.71637;-6.69941
CP-8;23;6;-7.16693;-7.45821
CP-8;23;7;-6.70789;-7.87238
CP-8;23;8;-6.67025;-7.82302
CP-8;23;9;-6.71479;-7.86547
CP-8;23;10;-5.8514099999999996;-6.77175
CP-8;24;1;-6.39927;-7.48311
CP-8;24;2;-6.35545;-7.47875
CP-8;24;3;-6.38091;-7.61761
CP-8;24;4;-6.66614;-7.72742
CP-8;24;5;-6.80065;-7.82611
CP-8;24;6;-6.25695;-7.42453
CP-8;24;7;-6.812;-7.85398
CP-8;24;8;-6.3371;-7.49271
CP-8;24;9;-4.99739;-6.52759
CP-8;24;10;-7.52992;-8.2063
CP-8;25;1;-3.69441;-4.92142
CP-8;25;2;-4.86775;-5.53234
CP-8;25;3;-4.50995;-5.28119
CP-8;25;4;-3.42383;-4.78365
CP-8;25;5;-3.83213;-4.95786
CP-8;25;6;-4.69504;-5.48042
CP-8;25;7;-3.72242;-4.95285
CP-8;25;8;-4.84869;-5.62865
CP-8;25;9;-3.71425;-4.94472
CP-8;25;10;-4.90287;-5.597
CP-8;26;1;-6.05413;-7.46117
CP-8;26;2;-5.73056;-7.1721
CP-8;26;3;-6.15845;-6.60896
CP-8;26;4;-5.55378;-6.57114
CP-8;26;5;-5.52895;-6.63736
CP-8;26;6;-6.22405;-7.49053
CP-8;26;7;-6.03749;-7.19568
CP-8;26;8;-6.00413;-6.6502
CP-8;26;9;-5.53444;-7.19976
CP-8;26;10;-5.86363;-6.71317
CP-8;27;1;-7.30972;-8.13693
CP-8;27;2;-7.57819;-8.62266
CP-8;27;3;-7.65644;-8.39749
CP-8;27;4;-6.85532;-7.99934
CP-8;27;5;-7.29806;-8.31149
CP-8;27;6;-6.89429;-7.8792
CP-8;27;7;-7.36526;-8.13511
CP-8;27;8;-7.35146;-8.40417
CP-8;27;9;-7.45457;-8.31917
CP-8;27;10;-6.85741;-7.65029
CP-8;28;1;-5.74248;-6.74017
CP-8;28;2;-4.75072;-5.73293
CP-8;28;3;-5.81831;-6.54684
CP-8;28;4;-4.49821;-5.48534
CP-8;28;5;-5.7221;-6.58785
CP-8;28;6;-6.33612;-7.1445
CP-8;28;7;-4.60507;-5.53829
CP-8;28;8;-5.95998;-6.56317
CP-8;28;9;-6.13117;-6.65272
CP-8;28;10;-5.35663;-5.93313
CP-8;29;1;-9.09627;-9.8905
CP-8;29;2;-9.10955;-9.78714
CP-8;29;3;-9.5644;-10.2521
CP-8;29;4;-9.48485;-10.1907
CP-8;29;5;-7.20785;-8.57406
CP-8;29;6;-9.48927;-10.2099
CP-8;29;7;-8.28662;-9.5929
CP-8;29;8;-9.2094;-9.88862
CP-8;29;9;-9.70815;-9.78486
CP-8;29;10;-7.9598;-9.54017
CP-8;3;1;-6.43363;-7.61887
CP-8;3;2;-7.9629200000000004;-8.442
CP-8;3;3;-5.674;-7.01302
CP-8;3;4;-7.40618;-8.27819
CP-8;3;5;-7.13741;-8.18217
CP-8;3;6;-7.52746;-8.36951
CP-8;3;7;-7.13179;-8.26217
CP-8;3;8;-8.58297;-8.89808
CP-8;3;9;-8.67793;-8.92704
CP-8;3;10;-8.68496;-8.89139
CP-8;30;1;-5.528;-6.73121
CP-8;30;2;-6.94323;-7.59237
CP-8;30;3;-7.11613;-7.66502
CP-8;30;4;-7.08137;-7.78001
CP-8;30;5;-6.89957;-7.9557
CP-8;30;6;-6.00136;-7.05761
CP-8;30;7;-5.87909;-6.95535
CP-8;30;8;-6.18426;-7.01942
CP-8;30;9;-5.78351;-6.92933
CP-8;30;10;-6.1892;-6.99374
CP-8;31;1;-6.34883;-7.0082
CP-8;31;2;-6.15631;-7.21799
CP-8;31;3;-5.176;-6.5267
CP-8;31;4;-6.13369;-7.17919
CP-8;31;5;-4.75279;-6.25634
CP-8;31;6;-6.29209;-7.32277
CP-8;31;7;-6.33257;-7.33758
CP-8;31;8;-6.32527;-7.3515
CP-8;31;9;-5.34995;-6.57949
CP-8;31;10;-5.84025;-6.86157
CP-8;32;1;-6.26499;-7.29175
CP-8;32;2;-6.84964;-7.27679
CP-8;32;3;-6.15581;-7.1534
CP-8;32;4;-5.9929;-7.00831
CP-8;32;5;-6.736;-7.4821
CP-8;32;6;-6.76454;-7.45664
CP-8;32;7;-6.41009;-7.26751
CP-8;32;8;-7.13569;-7.56099
CP-8;32;9;-6.03561;-7.07716
CP-8;32;10;-5.74875;-6.75241
CP-8;33;1;-5.69886;-6.90744
CP-8;33;2;-5.48542;-7.02446
CP-8;33;3;-6.92299;-7.95682
CP-8;33;4;-5.86014;-6.71645
CP-8;33;5;-6.06257;-6.98206
CP-8;33;6;-6.06019;-6.86743
CP-8;33;7;-4.95229;-6.56021
CP-8;33;8;-5.71798;-6.74425
CP-8;33;9;-5.65388;-6.80567
CP-8;33;10;-6.47389;-7.25347
CP-8;34;1;-5.92197;-7.04159
CP-8;34;2;-6.25473;-7.12012
CP-8;34;3;-5.36382;-6.51873
CP-8;34;4;-6.54775;-7.0308
CP-8;34;5;-5.63551;-6.61952
CP-8;34;6;-6.64982;-7.23621
CP-8;34;7;-6.21788;-7.05626
CP-8;34;8;-6.04628;-7.09558
CP-8;34;9;-5.90552;-6.93486
CP-8;34;10;-5.96359;-7.07786
CP-8;35;1;-7.54126;-8.07364
CP-8;35;2;-6.99714;-8.02179
CP-8;35;3;-6.07312;-7.47136
CP-8;35;4;-6.68914;-7.31445
CP-8;35;5;-6.69992;-7.62876
CP-8;35;6;-6.94038;-7.92936
CP-8;35;7;-7.02116;-7.29646
CP-8;35;8;-6.0212;-7.56197
CP-8;35;9;-7.3526;-7.91263
CP-8;35;10;-7.44986;-7.90081
CP-8;36;1;-6.466;-6.64044
CP-8;36;2;-5.6151;-6.49394
CP-8;36;3;-5.25074;-6.32907
CP-8;36;4;-5.52827;-6.23879
CP-8;36;5;-5.75554;-6.20712
CP-8;36;6;-6.35386;-6.51788
CP-8;36;7;-5.26162;-6.22976
CP-8;36;8;-5.86383;-6.34846
CP-8;36;9;-5.84639;-6.38273
CP-8;36;10;-5.54296;-6.50665
CP-8;37;1;-5.89319;-6.72721
CP-8;37;2;-5.61869;-6.40721
CP-8;37;3;-5.43661;-6.52055
CP-8;37;4;-5.90433;-6.73502
CP-8;37;5;-6.38578;-7.00062
CP-8;37;6;-6.12951;-6.61374
CP-8;37;7;-5.41411;-6.34836
CP-8;37;8;-6.41534;-7.02966
CP-8;37;9;-6.46951;-6.9704
CP-8;37;10;-5.76019;-6.65421
CP-8;38;1;-5.18136;-5.91512
CP-8;38;2;-5.2323;-6.26956
CP-8;38;3;-5.09868;-6.25578
CP-8;38;4;-5.02929;-6.13776
CP-8;38;5;-5.02508;-5.86031
CP-8;38;6;-4.7568;-5.68197
CP-8;38;7;-5.36969;-6.2197
CP-8;38;8;-4.93788;-6.06459
CP-8;38;9;-5.013;-5.86221
CP-8;38;10;-4.87065;-5.75326
CP-8;39;1;-4.46471;-5.81885
CP-8;39;2;-4.97517;-5.8155
CP-8;39;3;-5.41152;-6.51548
CP-8;39;4;-5.46332;-6.58166
CP-8;39;5;-5.13378;-6.23532
CP-8;39;6;-4.15905;-5.56863
CP-8;39;7;-5.00302;-6.12676
CP-8;39;8;-5.82849;-6.35129
CP-8;39;9;-4.64055;-5.68845
CP-8;39;10;-5.0091;-6.01785
CP-8;4;1;-5.38053;-6.58578
CP-8;4;2;-5.55144;-6.64732
CP-8;4;3;-6.00189;-7.18681
CP-8;4;4;-6.09457;-7.23886
CP-8;4;5;-5.4899;-6.55442
CP-8;4;6;-5.42446;-6.41096
CP-8;4;7;-5.81477;-6.70718
CP-8;4;8;-5.53319;-6.70125
CP-8;4;9;-5.17903;-6.35444
CP-8;4;10;-5.28267;-6.52449
CP-8;40;1;-7.05241;-7.58282
CP-8;40;2;-5.60486;-6.63988
CP-8;40;3;-5.43241;-6.61372
CP-8;40;4;-5.40844;-6.50982
CP-8;40;5;-5.66269;-6.74123
CP-8;40;6;-5.5353;-6.62739
CP-8;40;7;-6.60367;-7.33594
CP-8;40;8;-6.72607;-7.49475
CP-8;40;9;-5.88609;-6.81633
CP-8;40;10;-5.68954;-6.74926
CP-8;41;1;-6.42356;-6.7822
CP-8;41;2;-6.40648;-6.53147
CP-8;41;3;-4.53443;-5.76788
CP-8;41;4;-4.876;-5.8962
CP-8;41;5;-5.31038;-6.25621
CP-8;41;6;-6.48769;-6.70666
CP-8;41;7;-4.89839;-6.01432
CP-8;41;8;-5.64298;-6.2065
CP-8;41;9;-5.30474;-6.2276300000000004
CP-8;41;10;-6.4606;-6.80384
CP-8;42;1;-5.66637;-6.69046
CP-8;42;2;-5.35754;-6.28121
CP-8;42;3;-6.02613;-6.77254
CP-8;42;4;-5.93178;-7.02506
CP-8;42;5;-4.80037;-5.68649
CP-8;42;6;-6.86172;-6.99554
CP-8;42;7;-6.12332;-6.84849
CP-8;42;8;-5.33305;-6.37131
CP-8;42;9;-5.55114;-6.19338
CP-8;42;10;-5.61642;-6.79885
CP-8;43;1;-5.96174;-6.7188
CP-8;43;2;-5.7283;-6.63273
CP-8;43;3;-5.58344;-6.5259
CP-8;43;4;-5.47739;-6.36096
CP-8;43;5;-6.1999;-7.02808
CP-8;43;6;-5.6151;-6.59587
CP-8;43;7;-4.94348;-6.05584
CP-8;43;8;-5.69266;-6.65419
CP-8;43;9;-5.54982;-6.52129
CP-8;43;10;-5.60443;-6.57585
CP-8;44;1;-5.78388;-7.23032
CP-8;44;2;-6.34162;-6.7814
CP-8;44;3;-5.5888;-6.98241
CP-8;44;4;-6.91683;-7.18684
CP-8;44;5;-7.36437;-7.69709
CP-8;44;6;-4.75415;-5.71162
CP-8;44;7;-4.80339;-6.15805
CP-8;44;8;-5.65136;-7.14784
CP-8;44;9;-5.22509;-6.33035
CP-8;44;10;-5.37501;-6.90526
CP-8;45;1;-7.80351;-8.04028
CP-8;45;2;-7.11667;-7.92884
CP-8;45;3;-6.79641;-7.90546
CP-8;45;4;-6.93129;-7.86125
CP-8;45;5;-6.13973;-6.89514
CP-8;45;6;-6.15734;-7.34653
CP-8;45;7;-6.59779;-7.57312
CP-8;45;8;-7.32658;-7.93672
CP-8;45;9;-5.91501;-7.00713
CP-8;45;10;-6.11816;-7.04694
CP-8;46;1;-5.87029;-6.94654
CP-8;46;2;-5.5386;-6.64565
CP-8;46;3;-4.57591;-6.07878
CP-8;46;4;-6.22639;-7.06958
CP-8;46;5;-5.8241;-6.87136
CP-8;46;6;-5.76276;-6.83643
CP-8;46;7;-5.79491;-6.68367
CP-8;46;8;-6.32157;-7.34064
CP-8;46;9;-6.1432;-7.08517
CP-8;46;10;-5.85017;-6.72302
CP-8;47;1;-5.28185;-6.2578
CP-8;47;2;-4.83747;-5.90544
CP-8;47;3;-4.64399;-5.83356
CP-8;47;4;-4.96151;-6.01675
CP-8;47;5;-4.5466;-5.80878
CP-8;47;6;-4.49332;-5.67658
CP-8;47;7;-4.68885;-5.85849
CP-8;47;8;-5.41723;-6.48808
CP-8;47;9;-4.02428;-5.42522
CP-8;47;10;-6.06862;-6.80586
CP-8;48;1;-6.97459;-7.77806
CP-8;48;2;-7.12849;-8.21778
CP-8;48;3;-8.09459;-8.44581
CP-8;48;4;-7.14567;-8.5928
CP-8;48;5;-6.97158;-7.70506
CP-8;48;6;-6.98896;-8.49231
CP-8;48;7;-6.87362;-7.76382
CP-8;48;8;-7.98117;-8.45391
CP-8;48;9;-7.01164;-7.96918
CP-8;48;10;-6.21667;-7.30798
CP-8;49;1;-6.17155;-7.24359
CP-8;49;2;-6.44723;-7.05655
CP-8;49;3;-7.16786;-7.86238
CP-8;49;4;-7.42236;-7.8727
CP-8;49;5;-6.4049;-7.10179
CP-8;49;6;-6.99249;-7.71124
CP-8;49;7;-7.46456;-8.13945
CP-8;49;8;-7.89856;-8.47747
CP-8;49;9;-7.13127;-7.79392
CP-8;49;10;-5.6798;-6.65749
CP-8;5;1;-6.49893;-7.35033
CP-8;5;2;-6.15123;-7.18296
CP-8;5;3;-5.18367;-6.36621
CP-8;5;4;-5.91358;-6.89622
CP-8;5;5;-6.17295;-7.09372
CP-8;5;6;-6.36009;-7.2648
CP-8;5;7;-6.53572;-7.41634
CP-8;5;8;-5.26757;-6.44683
CP-8;5;9;-5.20208;-6.54406
CP-8;5;10;-6.45987;-7.33144
CP-8;50;1;-5.53434;-6.92398
CP-8;50;2;-6.5396;-7.5612
CP-8;50;3;-5.3441;-6.5712
CP-8;50;4;-5.04551;-5.80815
CP-8;50;5;-4.97099;-5.99307
CP-8;50;6;-6.82392;-7.93444
CP-8;50;7;-5.49539;-6.78711
CP-8;50;8;-6.52534;-7.51632
CP-8;50;9;-5.28856;-6.47129
CP-8;50;10;-6.2139;-7.20896
CP-8;6;1;-4.97989;-6.1539
CP-8;6;2;-4.78474;-6.05721
CP-8;6;3;-5.22105;-6.19864
CP-8;6;4;-4.90675;-6.06034
CP-8;6;5;-5.73933;-6.44351
CP-8;6;6;-5.76886;-6.82757
CP-8;6;7;-4.83032;-6.05524
CP-8;6;8;-5.70819;-6.45892
CP-8;6;9;-6.52328;-6.91286
CP-8;6;10;-5.73935;-6.82663
CP-8;7;1;-5.71056;-7.14943
CP-8;7;2;-6.34526;-7.32227
CP-8;7;3;-5.42188;-6.49428
CP-8;7;4;-5.74358;-7.09863
CP-8;7;5;-5.36624;-6.66082
CP-8;7;6;-6.05286;-6.99091
CP-8;7;7;-5.90912;-7.16349
CP-8;7;8;-5.05275;-6.43893
CP-8;7;9;-4.73871;-6.03898
CP-8;7;10;-5.71646;-7.227
CP-8;8;1;-6.57118;-7.22223
CP-8;8;2;-6.35765;-6.72561
CP-8;8;3;-7.45904;-7.63144
CP-8;8;4;-6.77599;-7.44658
CP-8;8;5;-6.30162;-6.99412
CP-8;8;6;-7.49813;-7.67728
CP-8;8;7;-6.65323;-7.35334
CP-8;8;8;-6.84341;-7.45576
CP-8;8;9;-7.41162;-7.5782
CP-8;8;10;-5.63255;-6.54331
CP-8;9;1;-5.24629;-6.1803
CP-8;9;2;-5.49474;-6.54321
CP-8;9;3;-5.42622;-6.27223
CP-8;9;4;-5.31931;-6.16302
CP-8;9;5;-5.77138;-6.57771
CP-8;9;6;-5.40892;-6.56674
CP-8;9;7;-4.83325;-5.93935
CP-8;9;8;-4.82164;-5.9857
CP-8;9;9;-5.49191;-6.49592
CP-8;9;10;-5.53786;-6.47384
CP-9;0;1;-6.42622;-7.89805
CP-9;0;2;-6.02276;-7.6798
CP-9;0;3;-6.06019;-7.60048
CP-9;0;4;-5.83277;-7.85983
CP-9;0;5;-6.66227;-8.25188
CP-9;0;6;-6.29394;-7.71456
CP-9;0;7;-6.04575;-7.56353
CP-9;0;8;-6.08176;-7.87966
CP-9;0;9;-6.18554;-8.14328
CP-9;0;10;-5.61463;-7.57555
CP-9;1;1;-3.37158;-5.21328
CP-9;1;2;-5.12844;-6.25535
CP-9;1;3;-4.24169;-5.86198
CP-9;1;4;-3.59786;-5.21483
CP-9;1;5;-4.91722;-5.96777
CP-9;1;6;-5.1009;-6.1707
CP-9;1;7;-4.93563;-5.96473
CP-9;1;8;-3.8607;-5.26573
CP-9;1;9;-4.92755;-5.96574
CP-9;1;10;-3.92772;-5.63622
CP-9;10;1;-5.37832;-7.13807
CP-9;10;2;-5.7224;-7.40628
CP-9;10;3;-6.25691;-7.83133
CP-9;10;4;-5.12796;-6.54257
CP-9;10;5;-5.76737;-7.2929
CP-9;10;6;-5.81759;-7.27433
CP-9;10;7;-5.82503;-7.34788
CP-9;10;8;-5.1863;-6.47359
CP-9;10;9;-5.73148;-7.47996
CP-9;10;10;-5.16028;-6.53847
CP-9;11;1;-4.39531;-5.70025
CP-9;11;2;-4.46708;-5.60329
CP-9;11;3;-4.05914;-5.48545
CP-9;11;4;-4.26308;-5.59138
CP-9;11;5;-4.4956;-5.55902
CP-9;11;6;-4.3679;-5.64956
CP-9;11;7;-3.35769;-4.80753
CP-9;11;8;-4.09185;-5.36895
CP-9;11;9;-4.26363;-5.51044
CP-9;11;10;-4.77833;-6.0961
CP-9;12;1;-4.5504;-5.8592
CP-9;12;2;-4.56759;-6.06878
CP-9;12;3;-4.69307;-6.11469
CP-9;12;4;-4.75027;-6.16921
CP-9;12;5;-4.37687;-5.69167
CP-9;12;6;-4.79976;-6.22695
CP-9;12;7;-4.76764;-6.17636
CP-9;12;8;-4.7544;-6.20438
CP-9;12;9;-4.75363;-6.14909
CP-9;12;10;-4.47923;-5.88797
CP-9;13;1;-3.49715;-4.96742
CP-9;13;2;-3.94767;-5.09386
CP-9;13;3;-3.40347;-4.91839
CP-9;13;4;-3.34204;-4.7469
CP-9;13;5;-3.94982;-5.10353
CP-9;13;6;-3.25327;-4.7776
CP-9;13;7;-3.27599;-4.97502
CP-9;13;8;-3.35582;-4.82883
CP-9;13;9;-3.33158;-4.73456
CP-9;13;10;-3.81687;-5.15471
CP-9;14;1;-6.05228;-7.34633
CP-9;14;2;-5.93112;-7.10675
CP-9;14;3;-5.95098;-7.19641
CP-9;14;4;-5.74413;-7.14584
CP-9;14;5;-5.94659;-7.24176
CP-9;14;6;-5.06909;-6.5545
CP-9;14;7;-5.93808;-7.20641
CP-9;14;8;-5.21634;-6.88152
CP-9;14;9;-5.98573;-7.25752
CP-9;14;10;-5.65507;-7.23889
CP-9;15;1;-6.04534;-7.43947
CP-9;15;2;-6.24834;-7.6281
CP-9;15;3;-5.99151;-7.44565
CP-9;15;4;-6.12776;-7.55653
CP-9;15;5;-5.43172;-6.93818
CP-9;15;6;-6.23657;-7.58088
CP-9;15;7;-6.21482;-7.54573
CP-9;15;8;-5.53288;-7.12274
CP-9;15;9;-6.30687;-7.5886
CP-9;15;10;-5.39458;-6.97101
CP-9;16;1;-5.17034;-6.70665
CP-9;16;2;-5.01778;-6.61317
CP-9;16;3;-3.70273;-6.00312
CP-9;16;4;-5.0019;-6.61574
CP-9;16;5;-3.76778;-6.06098
CP-9;16;6;-3.69963;-5.9819
CP-9;16;7;-3.70091;-6.0044
CP-9;16;8;-3.70413;-6.01567
CP-9;16;9;-3.66514;-5.89806
CP-9;16;10;-3.70945;-5.99634
CP-9;17;1;-4.99897;-6.66585
CP-9;17;2;-4.82436;-6.96635
CP-9;17;3;-5.9337;-7.1179
CP-9;17;4;-5.95294;-6.85986
CP-9;17;5;-5.86115;-7.08241
CP-9;17;6;-5.36064;-7.04079
CP-9;17;7;-6.01266;-7.24189
CP-9;17;8;-5.37825;-6.8382
CP-9;17;9;-6.03577;-7.2665
CP-9;17;10;-5.80402;-7.05185
CP-9;18;1;-5.51239;-6.51081
CP-9;18;2;-5.40087;-6.64162
CP-9;18;3;-5.47986;-6.49
CP-9;18;4;-4.25228;-5.83802
CP-9;18;5;-5.40354;-6.41722
CP-9;18;6;-5.17906;-6.38265
CP-9;18;7;-5.59759;-6.62403
CP-9;18;8;-5.21803;-6.33954
CP-9;18;9;-5.59702;-6.63817
CP-9;18;10;-5.70881;-6.74619
CP-9;19;1;-5.51889;-6.37844
CP-9;19;2;-5.22247;-6.10366
CP-9;19;3;-5.83581;-6.85032
CP-9;19;4;-5.51018;-6.53266
CP-9;19;5;-4.75889;-5.96739
CP-9;19;6;-4.4801;-5.91353
CP-9;19;7;-5.46246;-6.48906
CP-9;19;8;-5.83266;-6.84553
CP-9;19;9;-5.31357;-6.25474
CP-9;19;10;-5.12825;-6.27141
CP-9;2;1;-4.82455;-6.55077
CP-9;2;2;-5.14033;-6.76257
CP-9;2;3;-5.15452;-6.81506
CP-9;2;4;-4.98391;-6.65069
CP-9;2;5;-5.04292;-6.67816
CP-9;2;6;-5.41874;-6.49956
CP-9;2;7;-5.03609;-6.74327
CP-9;2;8;-5.04881;-6.74018
CP-9;2;9;-5.13802;-6.74774
CP-9;2;10;-5.29137;-6.54165
CP-9;20;1;-5.37025;-6.84397
CP-9;20;2;-5.12591;-6.71099
CP-9;20;3;-5.10618;-6.65962
CP-9;20;4;-4.84463;-6.52829
CP-9;20;5;-5.00539;-6.65425
CP-9;20;6;-5.11054;-6.70114
CP-9;20;7;-4.28571;-6.01845
CP-9;20;8;-4.30927;-6.32126
CP-9;20;9;-5.00005;-6.60803
CP-9;20;10;-5.3074;-6.81196
CP-9;21;1;-5.18223;-6.45775
CP-9;21;2;-5.6917;-6.91207
CP-9;21;3;-5.12198;-6.39566
CP-9;21;4;-5.6157;-6.74027
CP-9;21;5;-5.22278;-6.41321
CP-9;21;6;-5.42268;-6.73135
CP-9;21;7;-5.66826;-6.9433
CP-9;21;8;-5.64818;-6.7184
CP-9;21;9;-5.62056;-6.74114
CP-9;21;10;-5.72906;-6.9368
CP-9;22;1;-4.61789;-6.42534
CP-9;22;2;-4.67073;-6.42595
CP-9;22;3;-4.76962;-6.44945
CP-9;22;4;-4.88356;-6.56535
CP-9;22;5;-4.69837;-6.44545
CP-9;22;6;-4.7091;-6.29823
CP-9;22;7;-4.85146;-6.32744
CP-9;22;8;-4.9435;-6.49682
CP-9;22;9;-4.77597;-6.46326
CP-9;22;10;-4.48656;-6.22816
CP-9;23;1;-4.64071;-6.13756
CP-9;23;2;-5.01092;-6.4068
CP-9;23;3;-5.10318;-6.50381
CP-9;23;4;-4.6884;-6.27583
CP-9;23;5;-4.85696;-6.18139
CP-9;23;6;-5.19536;-6.50855
CP-9;23;7;-4.9981;-6.56359
CP-9;23;8;-4.89602;-6.29286
CP-9;23;9;-5.02213;-6.44689
CP-9;23;10;-4.88977;-6.30258
CP-9;24;1;-6.24613;-7.47303
CP-9;24;2;-5.563;-6.84725
CP-9;24;3;-5.41361;-6.72908
CP-9;24;4;-6.58962;-7.94067
CP-9;24;5;-5.19314;-6.87468
CP-9;24;6;-5.05263;-6.81005
CP-9;24;7;-6.5282;-7.86031
CP-9;24;8;-6.67916;-7.9948
CP-9;24;9;-6.33235;-7.64719
CP-9;24;10;-6.56075;-7.96743
CP-9;25;1;-3.49424;-4.77569
CP-9;25;2;-3.42096;-4.42172
CP-9;25;3;-4.16011;-4.78954
CP-9;25;4;-3.20724;-4.16419
CP-9;25;5;-3.50248;-4.24232
CP-9;25;6;-3.34683;-4.1498100000000004
CP-9;25;7;-2.08672;-2.38031
CP-9;25;8;-3.35127;-4.66757
CP-9;25;9;-3.53025;-4.33778
CP-9;25;10;-3.24746;-4.28419
CP-9;26;1;-3.21364;-5.35274
CP-9;26;2;-4.72093;-6.16771
CP-9;26;3;-3.24959;-5.40712
CP-9;26;4;-5.61336;-6.54381
CP-9;26;5;-5.59434;-6.60075
CP-9;26;6;-4.84365;-6.21375
CP-9;26;7;-3.54689;-5.32705
CP-9;26;8;-3.26272;-5.47374
CP-9;26;9;-5.60942;-6.55708
CP-9;26;10;-5.37448;-6.40603
CP-9;27;1;-4.59652;-6.4122
CP-9;27;2;-4.87291;-6.49126
CP-9;27;3;-4.31442;-6.27853
CP-9;27;4;-4.5218;-6.24928
CP-9;27;5;-3.97438;-6.01534
CP-9;27;6;-4.51602;-6.41042
CP-9;27;7;-4.11904;-5.99546
CP-9;27;8;-4.54833;-6.58112
CP-9;27;9;-4.30178;-5.94528
CP-9;27;10;-4.75065;-6.33039
CP-9;28;1;-4.8644;-6.16004
CP-9;28;2;-4.70493;-5.71643
CP-9;28;3;-4.7501;-5.97851
CP-9;28;4;-5.11385;-6.323
CP-9;28;5;-4.81184;-5.94161
CP-9;28;6;-4.93371;-6.22175
CP-9;28;7;-4.87581;-6.15148
CP-9;28;8;-5.14081;-6.28992
CP-9;28;9;-4.94039;-6.19791
